,index,Short_ticker,Name,Ticker,Date,Event Type,Adjusted Trading Date,trade_entry,trade_exit
7353,6621,FOXA,Fox Corp,FOXA US,2019-11-06 16:05:00,ER,2019-11-07 00:00:00+00:00,2019-11-05 16:05:00,2019-11-06 16:05:00
7354,7130,FOXA,Fox Corp,FOXA US,2020-02-05 16:05:00,ER,2020-02-06 00:00:00+00:00,2020-02-04 16:05:00,2020-02-05 16:05:00
7355,8037,FOXA,Fox Corp,FOXA US,2020-05-06 16:05:00,ER,2020-05-07 00:00:00+00:00,2020-05-05 16:05:00,2020-05-06 16:05:00
7356,8787,FOXA,Fox Corp,FOXA US,2020-08-04 16:05:00,ER,2020-08-05 00:00:00+00:00,2020-08-03 16:05:00,2020-08-04 16:05:00
7357,9561,FOXA,Fox Corp,FOXA US,2020-11-03 08:00:00,ER,2020-11-02 00:00:00+00:00,2020-11-02 08:00:00,2020-11-03 08:00:00
7358,10842,FOXA,Fox Corp,FOXA US,2021-08-04 16:05:00,ER,2021-08-05 00:00:00+00:00,2021-08-03 16:05:00,2021-08-04 16:05:00
7359,11674,FOXA,Fox Corp,FOXA US,2021-11-03 16:05:00,ER,2021-11-04 00:00:00+00:00,2021-11-02 16:05:00,2021-11-03 16:05:00
7360,12431,FOXA,Fox Corp,FOXA US,2022-02-09 08:01:00,ER,2022-02-08 00:00:00+00:00,2022-02-08 08:01:00,2022-02-09 08:01:00
7361,13624,FOXA,Fox Corp,FOXA US,2022-05-10 08:00:00,ER,2022-05-09 00:00:00+00:00,2022-05-09 08:00:00,2022-05-10 08:00:00
7362,14528,FOXA,Fox Corp,FOXA US,2022-08-10 08:00:00,ER,2022-08-09 00:00:00+00:00,2022-08-09 08:00:00,2022-08-10 08:00:00
7363,15053,FOXA,Fox Corp,FOXA US,2022-11-01 08:00:00,ER,2022-10-31 00:00:00+00:00,2022-10-31 08:00:00,2022-11-01 08:00:00
7364,15887,FOXA,Fox Corp,FOXA US,2023-02-08 08:00:00,ER,2023-02-07 00:00:00+00:00,2023-02-07 08:00:00,2023-02-08 08:00:00
7365,17061,FOXA,Fox Corp,FOXA US,2023-05-09 08:00:00,ER,2023-05-08 00:00:00+00:00,2023-05-08 08:00:00,2023-05-09 08:00:00
7366,17948,FOXA,Fox Corp,FOXA US,2023-08-08 08:00:00,ER,2023-08-07 00:00:00+00:00,2023-08-07 08:00:00,2023-08-08 08:00:00
7367,18666,FOXA,Fox Corp,FOXA US,2023-11-02 07:30:00,ER,2023-11-01 00:00:00+00:00,2023-11-01 07:30:00,2023-11-02 07:30:00
7368,19381,FOXA,Fox Corp,FOXA US,2024-02-07 08:00:00,ER,2024-02-06 00:00:00+00:00,2024-02-06 08:00:00,2024-02-07 08:00:00
7369,491,FSLR,First Solar Inc,FSLR US,2018-02-22 16:02:00,ER,2018-02-23 00:00:00+00:00,2018-02-21 16:02:00,2018-02-22 16:02:00
7370,943,FSLR,First Solar Inc,FSLR US,2018-04-26 16:07:00,ER,2018-04-27 00:00:00+00:00,2018-04-25 16:07:00,2018-04-26 16:07:00
7371,1636,FSLR,First Solar Inc,FSLR US,2018-07-26 16:02:00,ER,2018-07-27 00:00:00+00:00,2018-07-25 16:02:00,2018-07-26 16:02:00
7372,2328,FSLR,First Solar Inc,FSLR US,2018-10-25 16:02:00,ER,2018-10-26 00:00:00+00:00,2018-10-24 16:02:00,2018-10-25 16:02:00
7373,3322,FSLR,First Solar Inc,FSLR US,2019-02-21 16:05:00,ER,2019-02-22 00:00:00+00:00,2019-02-20 16:05:00,2019-02-21 16:05:00
7374,4414,FSLR,First Solar Inc,FSLR US,2019-05-02 16:05:00,ER,2019-05-03 00:00:00+00:00,2019-05-01 16:05:00,2019-05-02 16:05:00
7375,4426,FSLR,First Solar Inc,FSLR US,2019-05-02 16:05:00,ER,2019-05-03 00:00:00+00:00,2019-05-01 16:05:00,2019-05-02 16:05:00
7376,5766,FSLR,First Solar Inc,FSLR US,2019-08-01 16:05:00,ER,2019-08-02 00:00:00+00:00,2019-07-31 16:05:00,2019-08-01 16:05:00
7377,6269,FSLR,First Solar Inc,FSLR US,2019-10-24 16:05:00,ER,2019-10-25 00:00:00+00:00,2019-10-23 16:05:00,2019-10-24 16:05:00
7378,7343,FSLR,First Solar Inc,FSLR US,2020-02-20 16:05:00,ER,2020-02-21 00:00:00+00:00,2020-02-19 16:05:00,2020-02-20 16:05:00
7379,8145,FSLR,First Solar Inc,FSLR US,2020-05-07 16:05:00,ER,2020-05-08 00:00:00+00:00,2020-05-06 16:05:00,2020-05-07 16:05:00
7380,8933,FSLR,First Solar Inc,FSLR US,2020-08-06 16:05:00,ER,2020-08-07 00:00:00+00:00,2020-08-05 16:05:00,2020-08-06 16:05:00
7381,9317,FSLR,First Solar Inc,FSLR US,2020-10-27 16:05:00,ER,2020-10-28 00:00:00+00:00,2020-10-26 16:05:00,2020-10-27 16:05:00
7382,10685,FSLR,First Solar Inc,FSLR US,2021-07-29 16:10:00,ER,2021-07-30 00:00:00+00:00,2021-07-28 16:10:00,2021-07-29 16:10:00
7383,11782,FSLR,First Solar Inc,FSLR US,2021-11-04 16:05:00,ER,2021-11-05 00:00:00+00:00,2021-11-03 16:05:00,2021-11-04 16:05:00
7384,12810,FSLR,First Solar Inc,FSLR US,2022-03-01 16:21:00,ER,2022-03-02 00:00:00+00:00,2022-02-28 16:21:00,2022-03-01 16:21:00
7385,13228,FSLR,First Solar Inc,FSLR US,2022-04-28 11:15:00,ER,2022-04-27 00:00:00+00:00,2022-04-27 11:15:00,2022-04-28 11:15:00
7386,14106,FSLR,First Solar Inc,FSLR US,2022-07-28 16:02:00,ER,2022-07-29 00:00:00+00:00,2022-07-27 16:02:00,2022-07-28 16:02:00
7387,14966,FSLR,First Solar Inc,FSLR US,2022-10-27 16:02:00,ER,2022-10-28 00:00:00+00:00,2022-10-26 16:02:00,2022-10-27 16:02:00
7388,16237,FSLR,First Solar Inc,FSLR US,2023-02-28 16:02:00,ER,2023-03-01 00:00:00+00:00,2023-02-27 16:02:00,2023-02-28 16:02:00
7389,16680,FSLR,First Solar Inc,FSLR US,2023-04-27 16:02:00,ER,2023-04-28 00:00:00+00:00,2023-04-26 16:02:00,2023-04-27 16:02:00
7390,17554,FSLR,First Solar Inc,FSLR US,2023-07-27 16:05:00,ER,2023-07-28 00:00:00+00:00,2023-07-26 16:05:00,2023-07-27 16:05:00
7391,18511,FSLR,First Solar Inc,FSLR US,2023-10-31 16:02:00,ER,2023-11-01 00:00:00+00:00,2023-10-30 16:02:00,2023-10-31 16:02:00
7392,19731,FSLR,First Solar Inc,FSLR US,2024-02-27 16:05:00,ER,2024-02-28 00:00:00+00:00,2024-02-26 16:05:00,2024-02-27 16:05:00
7393,565,FTAI,FTAI Aviation Ltd,FTAI US,2018-02-28 06:02:00,ER,2018-02-27 00:00:00+00:00,2018-02-27 06:02:00,2018-02-28 06:02:00
7394,1162,FTAI,FTAI Aviation Ltd,FTAI US,2018-05-03 16:15:00,ER,2018-05-04 00:00:00+00:00,2018-05-02 16:15:00,2018-05-03 16:15:00
7395,1864,FTAI,FTAI Aviation Ltd,FTAI US,2018-08-02 16:15:00,ER,2018-08-03 00:00:00+00:00,2018-08-01 16:15:00,2018-08-02 16:15:00
7396,2539,FTAI,FTAI Aviation Ltd,FTAI US,2018-11-01 16:15:00,ER,2018-11-02 00:00:00+00:00,2018-10-31 16:15:00,2018-11-01 16:15:00
7397,3418,FTAI,FTAI Aviation Ltd,FTAI US,2019-02-27 16:15:00,ER,2019-02-28 00:00:00+00:00,2019-02-26 16:15:00,2019-02-27 16:15:00
7398,4453,FTAI,FTAI Aviation Ltd,FTAI US,2019-05-02 16:15:00,ER,2019-05-03 00:00:00+00:00,2019-05-01 16:15:00,2019-05-02 16:15:00
7399,4461,FTAI,FTAI Aviation Ltd,FTAI US,2019-05-02 16:15:00,ER,2019-05-03 00:00:00+00:00,2019-05-01 16:15:00,2019-05-02 16:15:00
7400,5789,FTAI,FTAI Aviation Ltd,FTAI US,2019-08-01 16:15:00,ER,2019-08-02 00:00:00+00:00,2019-07-31 16:15:00,2019-08-01 16:15:00
7401,6488,FTAI,FTAI Aviation Ltd,FTAI US,2019-10-31 16:15:00,ER,2019-11-01 00:00:00+00:00,2019-10-30 16:15:00,2019-10-31 16:15:00
7402,7468,FTAI,FTAI Aviation Ltd,FTAI US,2020-02-27 16:15:00,ER,2020-02-28 00:00:00+00:00,2020-02-26 16:15:00,2020-02-27 16:15:00
7403,7895,FTAI,FTAI Aviation Ltd,FTAI US,2020-04-30 16:15:00,ER,2020-05-01 00:00:00+00:00,2020-04-29 16:15:00,2020-04-30 16:15:00
7404,8689,FTAI,FTAI Aviation Ltd,FTAI US,2020-07-30 16:15:00,ER,2020-07-31 00:00:00+00:00,2020-07-29 16:15:00,2020-07-30 16:15:00
7405,9480,FTAI,FTAI Aviation Ltd,FTAI US,2020-10-29 16:15:00,ER,2020-10-30 00:00:00+00:00,2020-10-28 16:15:00,2020-10-29 16:15:00
7406,10604,FTAI,FTAI Aviation Ltd,FTAI US,2021-07-28 16:15:00,ER,2021-07-29 00:00:00+00:00,2021-07-27 16:15:00,2021-07-28 16:15:00
7407,11526,FTAI,FTAI Aviation Ltd,FTAI US,2021-10-28 16:15:00,ER,2021-10-29 00:00:00+00:00,2021-10-27 16:15:00,2021-10-28 16:15:00
7408,12737,FTAI,FTAI Aviation Ltd,FTAI US,2022-02-24 16:15:00,ER,2022-02-25 00:00:00+00:00,2022-02-23 16:15:00,2022-02-24 16:15:00
7409,13254,FTAI,FTAI Aviation Ltd,FTAI US,2022-04-28 16:15:00,ER,2022-04-29 00:00:00+00:00,2022-04-27 16:15:00,2022-04-28 16:15:00
7410,14047,FTAI,FTAI Aviation Ltd,FTAI US,2022-07-27 16:15:00,ER,2022-07-28 00:00:00+00:00,2022-07-26 16:15:00,2022-07-27 16:15:00
7411,14984,FTAI,FTAI Aviation Ltd,FTAI US,2022-10-27 16:15:00,ER,2022-10-28 00:00:00+00:00,2022-10-26 16:15:00,2022-10-27 16:15:00
7412,16178,FTAI,FTAI Aviation Ltd,FTAI US,2023-02-23 16:15:00,ER,2023-02-24 00:00:00+00:00,2023-02-22 16:15:00,2023-02-23 16:15:00
7413,16622,FTAI,FTAI Aviation Ltd,FTAI US,2023-04-26 16:15:00,ER,2023-04-27 00:00:00+00:00,2023-04-25 16:15:00,2023-04-26 16:15:00
7414,17488,FTAI,FTAI Aviation Ltd,FTAI US,2023-07-26 16:15:00,ER,2023-07-27 00:00:00+00:00,2023-07-25 16:15:00,2023-07-26 16:15:00
7415,18358,FTAI,FTAI Aviation Ltd,FTAI US,2023-10-25 16:15:00,ER,2023-10-26 00:00:00+00:00,2023-10-24 16:15:00,2023-10-25 16:15:00
7416,19670,FTAI,FTAI Aviation Ltd,FTAI US,2024-02-22 16:15:00,ER,2024-02-23 00:00:00+00:00,2024-02-21 16:15:00,2024-02-22 16:15:00
7417,254,FTNT,Fortinet Inc,FTNT US,2018-02-05 16:15:00,ER,2018-02-06 00:00:00+00:00,2018-02-02 16:15:00,2018-02-05 16:15:00
7418,1156,FTNT,Fortinet Inc,FTNT US,2018-05-03 16:15:00,ER,2018-05-04 00:00:00+00:00,2018-05-02 16:15:00,2018-05-03 16:15:00
7419,1769,FTNT,Fortinet Inc,FTNT US,2018-08-01 16:15:00,ER,2018-08-02 00:00:00+00:00,2018-07-31 16:15:00,2018-08-01 16:15:00
7420,2529,FTNT,Fortinet Inc,FTNT US,2018-11-01 16:15:00,ER,2018-11-02 00:00:00+00:00,2018-10-31 16:15:00,2018-11-01 16:15:00
7421,3130,FTNT,Fortinet Inc,FTNT US,2019-02-06 16:15:00,ER,2019-02-07 00:00:00+00:00,2019-02-05 16:15:00,2019-02-06 16:15:00
7422,4452,FTNT,Fortinet Inc,FTNT US,2019-05-02 16:15:00,ER,2019-05-03 00:00:00+00:00,2019-05-01 16:15:00,2019-05-02 16:15:00
7423,4459,FTNT,Fortinet Inc,FTNT US,2019-05-02 16:15:00,ER,2019-05-03 00:00:00+00:00,2019-05-01 16:15:00,2019-05-02 16:15:00
7424,5771,FTNT,Fortinet Inc,FTNT US,2019-08-01 16:05:00,ER,2019-08-02 00:00:00+00:00,2019-07-31 16:05:00,2019-08-01 16:05:00
7425,6482,FTNT,Fortinet Inc,FTNT US,2019-10-31 16:05:00,ER,2019-11-01 00:00:00+00:00,2019-10-30 16:05:00,2019-10-31 16:05:00
7426,7178,FTNT,Fortinet Inc,FTNT US,2020-02-06 16:05:00,ER,2020-02-07 00:00:00+00:00,2020-02-05 16:05:00,2020-02-06 16:05:00
7427,8042,FTNT,Fortinet Inc,FTNT US,2020-05-06 16:05:00,ER,2020-05-07 00:00:00+00:00,2020-05-05 16:05:00,2020-05-06 16:05:00
7428,8931,FTNT,Fortinet Inc,FTNT US,2020-08-06 16:05:00,ER,2020-08-07 00:00:00+00:00,2020-08-05 16:05:00,2020-08-06 16:05:00
7429,9462,FTNT,Fortinet Inc,FTNT US,2020-10-29 16:05:00,ER,2020-10-30 00:00:00+00:00,2020-10-28 16:05:00,2020-10-29 16:05:00
7430,10680,FTNT,Fortinet Inc,FTNT US,2021-07-29 16:05:00,ER,2021-07-30 00:00:00+00:00,2021-07-28 16:05:00,2021-07-29 16:05:00
7431,11777,FTNT,Fortinet Inc,FTNT US,2021-11-04 16:05:00,ER,2021-11-05 00:00:00+00:00,2021-11-03 16:05:00,2021-11-04 16:05:00
7432,12359,FTNT,Fortinet Inc,FTNT US,2022-02-03 16:05:00,ER,2022-02-04 00:00:00+00:00,2022-02-02 16:05:00,2022-02-03 16:05:00
7433,13416,FTNT,Fortinet Inc,FTNT US,2022-05-04 16:05:00,ER,2022-05-05 00:00:00+00:00,2022-05-03 16:05:00,2022-05-04 16:05:00
7434,14277,FTNT,Fortinet Inc,FTNT US,2022-08-03 16:10:00,ER,2022-08-04 00:00:00+00:00,2022-08-02 16:10:00,2022-08-03 16:10:00
7435,15129,FTNT,Fortinet Inc,FTNT US,2022-11-02 16:05:00,ER,2022-11-03 00:00:00+00:00,2022-11-01 16:05:00,2022-11-02 16:05:00
7436,15860,FTNT,Fortinet Inc,FTNT US,2023-02-07 16:05:00,ER,2023-02-08 00:00:00+00:00,2023-02-06 16:05:00,2023-02-07 16:05:00
7437,16959,FTNT,Fortinet Inc,FTNT US,2023-05-04 16:05:00,ER,2023-05-05 00:00:00+00:00,2023-05-03 16:05:00,2023-05-04 16:05:00
7438,17842,FTNT,Fortinet Inc,FTNT US,2023-08-03 16:05:00,ER,2023-08-04 00:00:00+00:00,2023-08-02 16:05:00,2023-08-03 16:05:00
7439,18687,FTNT,Fortinet Inc,FTNT US,2023-11-02 16:05:00,ER,2023-11-03 00:00:00+00:00,2023-11-01 16:05:00,2023-11-02 16:05:00
7440,19347,FTNT,Fortinet Inc,FTNT US,2024-02-06 16:05:00,ER,2024-02-07 00:00:00+00:00,2024-02-05 16:05:00,2024-02-06 16:05:00
7441,349,FTV,Fortive Corp,FTV US,2018-02-08 16:13:00,ER,2018-02-09 00:00:00+00:00,2018-02-07 16:13:00,2018-02-08 16:13:00
7442,950,FTV,Fortive Corp,FTV US,2018-04-26 16:17:00,ER,2018-04-27 00:00:00+00:00,2018-04-25 16:17:00,2018-04-26 16:17:00
7443,1657,FTV,Fortive Corp,FTV US,2018-07-26 16:17:00,ER,2018-07-27 00:00:00+00:00,2018-07-25 16:17:00,2018-07-26 16:17:00
7444,2348,FTV,Fortive Corp,FTV US,2018-10-25 16:17:00,ER,2018-10-26 00:00:00+00:00,2018-10-24 16:17:00,2018-10-25 16:17:00
7445,3173,FTV,Fortive Corp,FTV US,2019-02-07 16:15:00,ER,2019-02-08 00:00:00+00:00,2019-02-06 16:15:00,2019-02-07 16:15:00
7446,3976,FTV,Fortive Corp,FTV US,2019-04-25 16:17:00,ER,2019-04-26 00:00:00+00:00,2019-04-24 16:17:00,2019-04-25 16:17:00
7447,3977,FTV,Fortive Corp,FTV US,2019-04-25 16:17:00,ER,2019-04-26 00:00:00+00:00,2019-04-24 16:17:00,2019-04-25 16:17:00
7448,5512,FTV,Fortive Corp,FTV US,2019-07-25 16:17:00,ER,2019-07-26 00:00:00+00:00,2019-07-24 16:17:00,2019-07-25 16:17:00
7449,5513,FTV,Fortive Corp,FTV US,2019-07-25 16:17:00,ER,2019-07-26 00:00:00+00:00,2019-07-24 16:17:00,2019-07-25 16:17:00
7450,6283,FTV,Fortive Corp,FTV US,2019-10-24 16:17:00,ER,2019-10-25 00:00:00+00:00,2019-10-23 16:17:00,2019-10-24 16:17:00
7451,7187,FTV,Fortive Corp,FTV US,2020-02-06 16:17:00,ER,2020-02-07 00:00:00+00:00,2020-02-05 16:17:00,2020-02-06 16:17:00
7452,7889,FTV,Fortive Corp,FTV US,2020-04-30 16:15:00,ER,2020-05-01 00:00:00+00:00,2020-04-29 16:15:00,2020-04-30 16:15:00
7453,8545,FTV,Fortive Corp,FTV US,2020-07-28 16:15:00,ER,2020-07-29 00:00:00+00:00,2020-07-27 16:15:00,2020-07-28 16:15:00
7454,9324,FTV,Fortive Corp,FTV US,2020-10-27 16:15:00,ER,2020-10-28 00:00:00+00:00,2020-10-26 16:15:00,2020-10-27 16:15:00
7455,10689,FTV,Fortive Corp,FTV US,2021-07-29 16:15:00,ER,2021-07-30 00:00:00+00:00,2021-07-28 16:15:00,2021-07-29 16:15:00
7456,11525,FTV,Fortive Corp,FTV US,2021-10-28 16:15:00,ER,2021-10-29 00:00:00+00:00,2021-10-27 16:15:00,2021-10-28 16:15:00
7457,12341,FTV,Fortive Corp,FTV US,2022-02-03 07:30:00,ER,2022-02-02 00:00:00+00:00,2022-02-02 07:30:00,2022-02-03 07:30:00
7458,13221,FTV,Fortive Corp,FTV US,2022-04-28 07:30:00,ER,2022-04-27 00:00:00+00:00,2022-04-27 07:30:00,2022-04-28 07:30:00
7459,14091,FTV,Fortive Corp,FTV US,2022-07-28 07:30:00,ER,2022-07-27 00:00:00+00:00,2022-07-27 07:30:00,2022-07-28 07:30:00
7460,14881,FTV,Fortive Corp,FTV US,2022-10-26 07:30:00,ER,2022-10-25 00:00:00+00:00,2022-10-25 07:30:00,2022-10-26 07:30:00
7461,15755,FTV,Fortive Corp,FTV US,2023-02-01 07:30:00,ER,2023-01-31 00:00:00+00:00,2023-01-31 07:30:00,2023-02-01 07:30:00
7462,16594,FTV,Fortive Corp,FTV US,2023-04-26 07:30:00,ER,2023-04-25 00:00:00+00:00,2023-04-25 07:30:00,2023-04-26 07:30:00
7463,17458,FTV,Fortive Corp,FTV US,2023-07-26 07:30:00,ER,2023-07-25 00:00:00+00:00,2023-07-25 07:30:00,2023-07-26 07:30:00
7464,18334,FTV,Fortive Corp,FTV US,2023-10-25 07:30:00,ER,2023-10-24 00:00:00+00:00,2023-10-24 07:30:00,2023-10-25 07:30:00
7465,19251,FTV,Fortive Corp,FTV US,2024-01-31 07:30:00,ER,2024-01-30 00:00:00+00:00,2024-01-30 07:30:00,2024-01-31 07:30:00
7466,20087,FTV,Fortive Corp,FTV US,2024-04-24 07:00:00,ER,2024-04-23 00:00:00+00:00,2024-04-23 07:00:00,2024-04-24 07:00:00
7467,586,FWONA,Liberty Media Corp-Liberty For,FWONA US,2018-03-01 07:45:00,ER,2018-02-28 00:00:00+00:00,2018-02-28 07:45:00,2018-03-01 07:45:00
7468,1254,FWONA,Liberty Media Corp-Liberty For,FWONA US,2018-05-09 08:15:00,ER,2018-05-08 00:00:00+00:00,2018-05-08 08:15:00,2018-05-09 08:15:00
7469,1953,FWONA,Liberty Media Corp-Liberty For,FWONA US,2018-08-08 08:15:00,ER,2018-08-07 00:00:00+00:00,2018-08-07 08:15:00,2018-08-08 08:15:00
7470,2688,FWONA,Liberty Media Corp-Liberty For,FWONA US,2018-11-08 08:15:00,ER,2018-11-07 00:00:00+00:00,2018-11-07 08:15:00,2018-11-08 08:15:00
7471,3438,FWONA,Liberty Media Corp-Liberty For,FWONA US,2019-02-28 08:15:00,ER,2019-02-27 00:00:00+00:00,2019-02-27 08:15:00,2019-02-28 08:15:00
7472,4790,FWONA,Liberty Media Corp-Liberty For,FWONA US,2019-05-09 08:15:00,ER,2019-05-08 00:00:00+00:00,2019-05-08 08:15:00,2019-05-09 08:15:00
7473,4792,FWONA,Liberty Media Corp-Liberty For,FWONA US,2019-05-09 08:15:00,ER,2019-05-08 00:00:00+00:00,2019-05-08 08:15:00,2019-05-09 08:15:00
7474,5945,FWONA,Liberty Media Corp-Liberty For,FWONA US,2019-08-08 08:15:00,ER,2019-08-07 00:00:00+00:00,2019-08-07 08:15:00,2019-08-08 08:15:00
7475,6703,FWONA,Liberty Media Corp-Liberty For,FWONA US,2019-11-11 08:15:00,ER,2019-11-08 00:00:00+00:00,2019-11-08 08:15:00,2019-11-11 08:15:00
7476,7415,FWONA,Liberty Media Corp-Liberty For,FWONA US,2020-02-26 08:15:00,ER,2020-02-25 00:00:00+00:00,2020-02-25 08:15:00,2020-02-26 08:15:00
7477,8124,FWONA,Liberty Media Corp-Liberty For,FWONA US,2020-05-07 08:15:00,ER,2020-05-06 00:00:00+00:00,2020-05-06 08:15:00,2020-05-07 08:15:00
7478,8985,FWONA,Liberty Media Corp-Liberty For,FWONA US,2020-08-10 08:15:00,ER,2020-08-07 00:00:00+00:00,2020-08-07 08:15:00,2020-08-10 08:15:00
7479,9658,FWONA,Liberty Media Corp-Liberty For,FWONA US,2020-11-05 08:15:00,ER,2020-11-04 00:00:00+00:00,2020-11-04 08:15:00,2020-11-05 08:15:00
7480,10980,FWONA,Liberty Media Corp-Liberty For,FWONA US,2021-08-06 08:15:00,ER,2021-08-05 00:00:00+00:00,2021-08-05 08:15:00,2021-08-06 08:15:00
7481,11749,FWONA,Liberty Media Corp-Liberty For,FWONA US,2021-11-04 08:15:00,ER,2021-11-03 00:00:00+00:00,2021-11-03 08:15:00,2021-11-04 08:15:00
7482,12752,FWONA,Liberty Media Corp-Liberty For,FWONA US,2022-02-25 08:15:00,ER,2022-02-24 00:00:00+00:00,2022-02-24 08:15:00,2022-02-25 08:15:00
7483,13561,FWONA,Liberty Media Corp-Liberty For,FWONA US,2022-05-06 08:15:00,ER,2022-05-05 00:00:00+00:00,2022-05-05 08:15:00,2022-05-06 08:15:00
7484,14447,FWONA,Liberty Media Corp-Liberty For,FWONA US,2022-08-05 08:15:00,ER,2022-08-04 00:00:00+00:00,2022-08-04 08:15:00,2022-08-05 08:15:00
7485,15260,FWONA,Liberty Media Corp-Liberty For,FWONA US,2022-11-04 08:15:00,ER,2022-11-03 00:00:00+00:00,2022-11-03 08:15:00,2022-11-04 08:15:00
7486,16265,FWONA,Liberty Media Corp-Liberty For,FWONA US,2023-03-01 08:15:00,ER,2023-02-28 00:00:00+00:00,2023-02-28 08:15:00,2023-03-01 08:15:00
7487,16995,FWONA,Liberty Media Corp-Liberty For,FWONA US,2023-05-05 08:15:00,ER,2023-05-04 00:00:00+00:00,2023-05-04 08:15:00,2023-05-05 08:15:00
7488,17886,FWONA,Liberty Media Corp-Liberty For,FWONA US,2023-08-04 08:15:00,ER,2023-08-03 00:00:00+00:00,2023-08-03 08:15:00,2023-08-04 08:15:00
7489,18730,FWONA,Liberty Media Corp-Liberty For,FWONA US,2023-11-03 08:15:00,ER,2023-11-02 00:00:00+00:00,2023-11-02 08:15:00,2023-11-03 08:15:00
7490,19772,FWONA,Liberty Media Corp-Liberty For,FWONA US,2024-02-28 08:15:00,ER,2024-02-27 00:00:00+00:00,2024-02-27 08:15:00,2024-02-28 08:15:00
7491,303,FWRD,Forward Air Corp,FWRD US,2018-02-07 16:05:00,ER,2018-02-08 00:00:00+00:00,2018-02-06 16:05:00,2018-02-07 16:05:00
7492,860,FWRD,Forward Air Corp,FWRD US,2018-04-25 16:05:00,ER,2018-04-26 00:00:00+00:00,2018-04-24 16:05:00,2018-04-25 16:05:00
7493,1568,FWRD,Forward Air Corp,FWRD US,2018-07-25 16:05:00,ER,2018-07-26 00:00:00+00:00,2018-07-24 16:05:00,2018-07-25 16:05:00
7494,2265,FWRD,Forward Air Corp,FWRD US,2018-10-24 16:05:00,ER,2018-10-25 00:00:00+00:00,2018-10-23 16:05:00,2018-10-24 16:05:00
7495,3166,FWRD,Forward Air Corp,FWRD US,2019-02-07 16:05:00,ER,2019-02-08 00:00:00+00:00,2019-02-06 16:05:00,2019-02-07 16:05:00
7496,3842,FWRD,Forward Air Corp,FWRD US,2019-04-24 16:05:00,ER,2019-04-25 00:00:00+00:00,2019-04-23 16:05:00,2019-04-24 16:05:00
7497,3847,FWRD,Forward Air Corp,FWRD US,2019-04-24 16:05:00,ER,2019-04-25 00:00:00+00:00,2019-04-23 16:05:00,2019-04-24 16:05:00
7498,5478,FWRD,Forward Air Corp,FWRD US,2019-07-25 16:05:00,ER,2019-07-26 00:00:00+00:00,2019-07-24 16:05:00,2019-07-25 16:05:00
7499,5487,FWRD,Forward Air Corp,FWRD US,2019-07-25 16:05:00,ER,2019-07-26 00:00:00+00:00,2019-07-24 16:05:00,2019-07-25 16:05:00
7500,6271,FWRD,Forward Air Corp,FWRD US,2019-10-24 16:05:00,ER,2019-10-25 00:00:00+00:00,2019-10-23 16:05:00,2019-10-24 16:05:00
7501,7180,FWRD,Forward Air Corp,FWRD US,2020-02-06 16:05:00,ER,2020-02-07 00:00:00+00:00,2020-02-05 16:05:00,2020-02-06 16:05:00
7502,7899,FWRD,Forward Air Corp,FWRD US,2020-04-30 16:27:00,ER,2020-05-01 00:00:00+00:00,2020-04-29 16:27:00,2020-04-30 16:27:00
7503,8665,FWRD,Forward Air Corp,FWRD US,2020-07-30 16:05:00,ER,2020-07-31 00:00:00+00:00,2020-07-29 16:05:00,2020-07-30 16:05:00
7504,9459,FWRD,Forward Air Corp,FWRD US,2020-10-29 16:05:00,ER,2020-10-30 00:00:00+00:00,2020-10-28 16:05:00,2020-10-29 16:05:00
7505,10693,FWRD,Forward Air Corp,FWRD US,2021-07-29 17:11:00,ER,2021-07-30 00:00:00+00:00,2021-07-29 17:11:00,2021-07-30 17:11:00
7506,11457,FWRD,Forward Air Corp,FWRD US,2021-10-27 18:30:00,ER,2021-10-28 00:00:00+00:00,2021-10-27 18:30:00,2021-10-28 18:30:00
7507,12452,FWRD,Forward Air Corp,FWRD US,2022-02-09 17:07:00,ER,2022-02-10 00:00:00+00:00,2022-02-09 17:07:00,2022-02-10 17:07:00
7508,13164,FWRD,Forward Air Corp,FWRD US,2022-04-27 16:05:00,ER,2022-04-28 00:00:00+00:00,2022-04-26 16:05:00,2022-04-27 16:05:00
7509,14035,FWRD,Forward Air Corp,FWRD US,2022-07-27 16:05:00,ER,2022-07-28 00:00:00+00:00,2022-07-26 16:05:00,2022-07-27 16:05:00
7510,14895,FWRD,Forward Air Corp,FWRD US,2022-10-26 16:05:00,ER,2022-10-27 00:00:00+00:00,2022-10-25 16:05:00,2022-10-26 16:05:00
7511,15892,FWRD,Forward Air Corp,FWRD US,2023-02-08 16:05:00,ER,2023-02-09 00:00:00+00:00,2023-02-07 16:05:00,2023-02-08 16:05:00
7512,16747,FWRD,Forward Air Corp,FWRD US,2023-05-01 16:37:00,ER,2023-05-02 00:00:00+00:00,2023-04-28 16:37:00,2023-05-01 16:37:00
7513,17739,FWRD,Forward Air Corp,FWRD US,2023-08-02 16:15:00,ER,2023-08-03 00:00:00+00:00,2023-08-01 16:15:00,2023-08-02 16:15:00
7514,18478,FWRD,Forward Air Corp,FWRD US,2023-10-30 17:00:00,ER,2023-10-31 00:00:00+00:00,2023-10-30 17:00:00,2023-10-31 17:00:00
